No,Candidate zID,Candidate Name,Test,Email ID,Faculty Name,School Name,Degree (PhD/MRes),Other roles within CSE,Password
174,z26743,cjclw,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,mM1hx
175,z11330,cmpxy,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,SxzlB
176,z82918,lnczb,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,4aiHy
177,z73733,qelcs,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,sdWOc
178,z34966,xhooq,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,vqcCi
179,z98966,qttag,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,5n82i
180,z58853,nanhc,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,0A2y1
181,z27693,exocn,ad.student.unsw.edu.au,z27693@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,XdYSH
182,z26743,qonaf,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,NwQU7
183,z11330,hcssf,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,9wdp3
184,z82918,dsffs,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,7633f
185,z73733,eboiy,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,MFIe
186,z34966,eboiy,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,U7QJE
187,z98966,cjclw,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,P9CrD
188,z58853,cmpxy,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),Casual Academic,DJWhf
189,z10987,lnczb,ad.student.unsw.edu.au,z10987@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,lrzTl
190,z34509,qelcs,ad.student.unsw.edu.au,z34509@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,ntOHl
191,z10988,xhooq,ad.student.unsw.edu.au,z10988@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,pWzjA
192,z26747,qttag,ad.student.unsw.edu.au,z26747@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,az60P
193,z27693,nanhc,ad.student.unsw.edu.au,z27693@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,VDV0T
194,z26743,exocn,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,n62ZF
195,z11330,qonaf,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,8xN2O
196,z82918,oiuyh,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,tQVCB
197,z73733,poklk,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,ZUgpY
198,z34966,eboiy,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),Casual Academic,Qp3LT
199,z98966,cjclw,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,hePiv
200,z58853,cmpxy,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,iMe7Q
201,z27693,lnczb,ad.student.unsw.edu.au,z27693@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,9KAXU
202,z26743,qelcs,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,AwX9x
203,z11330,xhooq,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,cbdAL
204,z82918,qttag,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,nlTw9
205,z73733,nanhc,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),Casual Academic,dAoV5
206,z34966,exocn,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,vXKHb
207,z98966,qonaf,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,oLuBt
208,z58853,lkiol,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,kGFbG
209,z10987,sspol,ad.student.unsw.edu.au,z10987@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,nhqjT
210,z34509,eboiy,ad.student.unsw.edu.au,z34509@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,ycAgs
211,z22225,cjclw,ad.student.unsw.edu.au,z22225@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,wUPP4
212,z54552,cmpxy,ad.student.unsw.edu.au,z54552@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,aJVZO
213,z27693,lnczb,ad.student.unsw.edu.au,z27693@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,Tx06f
214,z26743,qelcs,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,Ji31w
215,z11330,xhooq,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,lU6Lh
216,z82918,qttag,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,H5ECt
217,z73733,nanhc,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,mM1hx
218,z34966,exocn,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,SxzlB
219,z98966,qonaf,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,4aiHy
220,z58853,vvsad,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,sdWOc
221,z27693,bbvhv,ad.student.unsw.edu.au,z27693@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,Casual Academic,vqcCi
222,z26743,eboiy,ad.student.unsw.edu.au,z26743@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,5n82i
223,z11330,eboiy,ad.student.unsw.edu.au,z11330@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,0A2y1
224,z82918,cjclw,ad.student.unsw.edu.au,z82918@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,XdYSH
225,z73733,cmpxy,ad.student.unsw.edu.au,z73733@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,NwQU7
226,z34966,lnczb,ad.student.unsw.edu.au,z34966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,9wdp3
227,z98966,qelcs,ad.student.unsw.edu.au,z98966@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,...
228,z58853,xhooq,ad.student.unsw.edu.au,z58853@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Masters Degree (Research),,MFIe
229,z10987,qttag,ad.student.unsw.edu.au,z10987@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,U7QJE
230,z34509,nanhc,ad.student.unsw.edu.au,z34509@ad.student.unsw.edu.au,Faculty of Engineering,School of Computer Sci & Eng,Doctorate,,P9CrD
